id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
578754,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,99,giveawayscam,elon-doge.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T00:36:09.000000Z
578764,1GhaWQbi7UfXvs3nugN8M2fPpU84HDsaWs,1,,"No details","I will be direct You watch adult content often, and I caught you
masturbating. We all do it from time to time. How I did this Your
router
was vulnerable. I was able to inject some code into the firmware,
and every
device connected on the network, including phones, was
compromised. Then I
set every device available to record with the camera only when
you watch
 adult content. I also got your contact lists, phone numbers,
emails, social
 media contacts, and here is the deal. If you don`t pay me $1890 
USD worth
in Bicoin, I will send your masturbation video,  search history, 
and all your private chat to all
your contacts and  all social media

Bitcoin Address|  1GhaWQbi7UfXvs3nugN8M2fPpU84HDsaWs","United States",US,2022-08-10T00:37:52.000000Z
578774,3JrnmtUTNMwQnTxyFN1SemQyy3NVLVjnz7,1,,https://liviston.group/trade/btc,"Здравствуйте. Может быть так нельзя но все эти кошельки связаны с Liviston group. Они щас нивают ico далее они говорят что нужно закинуть определенную сумму что бы получить хороший доход.Мой кошелёк на платформе Liviston group:bc1q2nejx5yywr26rg9d7llfmensxln99c3cd4z6ue
Кошельки связанные с мошенниками:
bc1qzd0r5arangs3xzjyt602ckan5224z97ma8eel0
bc1qwdg3r7m26tyngexmazzhllhqt68fnkzzzazwzz
bc1qvz7a89kwy30sdvls33lmjx9z99pm6dhgxxxdx3
bc1qutj49fn2zg4t36ma6x72xrdrwcw4twjgdqd9w0
bc1qe94y6afmgmn05pcaqjez3t278ja3ese5kekhfr
bc1q5v7ny4vs65savkwh23kz4wrel3flv5auag52e2
bc1q5pfrku4xl3exz66pscapuvk9pwnxjedp63hflw
bc1q2nejx5yywr26rg9d7llfmensxln99c3cd4z6ue
bc1q0l87c4pl5fv98rmke8uazpwfn9t9sca52ssnhy
398cyBEDvv2CXcqanctpPjeCwwERcTwYCb
1HA3cz7SafLLS89gec9qdMrndw2ZP2kmoT
1C21ARjxUvoR7vrq2NaMCbVSCPgQSQxE8H
3JrnmtUTNMwQnTxyFN1SemQyy3NVLVjnz7
32xERNYcR1xJijFSagXJZrz8XYYAVJuZJc
bc1q2nejx5yywr26rg9d7llfmensxln99c3cd4z6ue
34hPaBUKed4g7RzE6CfTxh9w53DCxMXKdh
18Va2W6i8EeZyh58goJuGrczfuNGgvpp8e
3DxDRt2xg5ziNHhyxPDk4fBBeaU6BGoJLs
bc1qxmdt8vnrw3k6c8erglph4vv4d96qjntlsfdx93
3Nfwu7h4po6JEbNf1L1Q2BTGB4pbhAW9ty
3H6Uc136NY3GCaGae2XJF4V19UWxDjeGPr
15NBgH3MziAXzyYTpUSsDMTdVVqsJ5HrQN
bc1qe6q53vex4f8lk9df3q4lcvmu0ejun53fm9v62f
1FhtSGLCYZFvXPYD9mzS1YCtTtVPrpA8U6
3QLt1CxoDB8RVodxm7BoS5HrQa6npVmqdj
3Bna2Eusj97D31tyoRjE53QoQLADx4xjqL
1L6fwA6LyhywLcophcVsVgS5mUPM3AGT6A
3BeuMQfeoNyEHWf2tyjf1h96DBNjAzNa6q
bc1q9puce3t2ja545k7rkgaz0stwmteeagywpgexnz
3HWk9u7AQmVxh6dNaKwqSc7AgUGsALT2MX
3Jsj5n8ZcsTaHjbw5S4c7jSTyX1Z7sapD5
3HcGcaynoWYXNGUG1YrBs7iB9vu8DQrpUJ
1MKqDYsmpQS6Ao28k2xtrppJ4vniqpDMW
bc1qcxummwdrreyr7kdu2a8upc6yrhrfe46zea4nlw
3GAVP9pxWwshTejxZawK8BjVHfdixF9XJA
bc1qcwh9teguy88nuzj2v7fr2x74pl4t2um5sg53zu
bc1q2t0nw5zpt32ref2xakcj9pf7mvdhc3yd78gl3v
39cFUvRpYL5vHzYWyo2EEmy35MADRWgFLQ","United States",US,2022-08-10T01:33:49.000000Z
578784,31h261jhTx8YEkqrQ6C6KEkeMKvuXN1Vjy,1,,https://liviston.group/deals/history,"Этот адрес электронного кошелька очень часто фигурирует в транзакции моих пополнений. Прошу рассмотрите варианты блокировки кошелька для наказания этих махинаторов, буду очень благодарен.","United States",US,2022-08-10T03:20:43.000000Z
578794,38LhHUH9uuuCUtNLEShNV5rLQX1GykkbnK,99,"Looting money",sogotradez.com,"I was scammed through Coinbase/Crypto.com/Sogotradez.com. I invested in a new coin in a pre-sale of the coin. Minimum order was 500k. The coin skyrocketed to about 8 times. I sold the coin and when I try to withdraw the crypto, they blocked it saying that I need pay tax using fresh funds, any of the existing funds cannot be used and cannot withdrawn. They are threating us to get more funds and freezing the account anytime soon. I don't have any more money to pay this tax. No money can be withdrawn unless this tax is paid. All my money is tied up here. A person with a name Mia Song (don't know if it is a real name) from an Chinese origin is messaging people and telling multiple stories like she is training and helping people out with the help of her aunt who works in NewYork Stock Exchange etc","United States",US,2022-08-10T03:40:40.000000Z
578804,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,spoofed,"I regret to inform you about some sad news for you.
Approximately a month or two ago I have succeeded to gain a total access to all your devices utilized for browsing internet.
Moving forward, I have started observing your internet activities on continuous basis.","United States",US,2022-08-10T04:49:50.000000Z
578814,bc1qgedyjq7m88scmfgt5zy5nd69sly7k2rzs25nq9,99,scam,eloncoin.space,"Scam  hxxps//:eloncoin[.]space","United States",US,2022-08-10T05:00:39.000000Z
578824,bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa,5,,tudor.sorin77,"Told me he has everything from my pc and will leak if i dont send him 1200 in bitcoin","United States",US,2022-08-10T05:10:07.000000Z
578834,bc1qx5jw9v8yad3pdrnswyy7fdgpevpwmmgwxkqxgr,4,,support@onmicrosoft.com,"You transfer 1.2 Bitcoin to me and once the transfer is received, I will delete all this dirty stuff right away. After that, we will forget about each other. I also promise to deactivate and delete all the harmful software from your devices. Trust me. I keep my word.

 

That is a fair deal, and the price is relatively low, considering that I have been checking out your profile and traffic for some time by now. If you don't know how to purchase and transfer Bitcoin - you can use any modern search engine.

 

You need to send that amount here Bitcoin wallet:
bc1qx5jw9v8yad3pdrnswyy7fdgpevpwmmgwxkqxgr

 

(The price is not negotiable).
You have 5 days in order to make the payment from the moment you opened this email.

 

Do not try to find and destroy my virus! (All your data is already uploaded to a remote server).
Do not try to contact me. Various security services will not help you; formatting a disk or destroying a device will not help either, since your data is already on a remote server.

 

This is an APT Hacking Group. Don't be mad at me, everyone has their own work.
I will monitor your every move until I get paid.
If you keep your end of the agreement, you won't hear from me ever again.

 

Everything will be done fairly!
One more thing. Don't get caught in similar kinds of situations anymore in the future!
My advice: keep changing all your passwords frequently.","United States",US,2022-08-10T05:20:21.000000Z
578844,bc1qlaqu2au804taz7a67tgkfc7nujlrlsjtu5nrsq,5,,unknown,"blackmailoing via Email","United States",US,2022-08-10T05:31:20.000000Z
578854,bc1qlaqu2au804taz7a67tgkfc7nujlrlsjtu5nrsq,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T05:51:47.000000Z
578864,bc1qx5jw9v8yad3pdrnswyy7fdgpevpwmmgwxkqxgr,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T05:52:35.000000Z
578874,bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T05:55:09.000000Z
578884,bc1qgedyjq7m88scmfgt5zy5nd69sly7k2rzs25nq9,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T05:57:44.000000Z
578894,bc1qx5jw9v8yad3pdrnswyy7fdgpevpwmmgwxkqxgr,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:07:30.000000Z
578904,bc1qlaqu2au804taz7a67tgkfc7nujlrlsjtu5nrsq,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:07:47.000000Z
578914,bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:08:18.000000Z
578924,bc1qgedyjq7m88scmfgt5zy5nd69sly7k2rzs25nq9,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:08:40.000000Z
578934,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:09:33.000000Z
578944,38LhHUH9uuuCUtNLEShNV5rLQX1GykkbnK,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:09:54.000000Z
578954,31h261jhTx8YEkqrQ6C6KEkeMKvuXN1Vjy,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:10:50.000000Z
578964,3JrnmtUTNMwQnTxyFN1SemQyy3NVLVjnz7,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:11:25.000000Z
578974,1GhaWQbi7UfXvs3nugN8M2fPpU84HDsaWs,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:12:00.000000Z
578984,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:12:33.000000Z
578994,bc1q9jpfz54x626g8zlvdttnthyr9yzej42hydhmq8,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:13:13.000000Z
579004,bc1qfzuay83n2g6efna58u8724xzwavj5e0and2jl3,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:13:35.000000Z
579014,1CjjR8gvhiefRw1gkTrNDiiS1D33PoKSsd,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:14:40.000000Z
579024,38zPaq55UotP2Soqx8UZFnVWMqr3dH5ifR,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:15:09.000000Z
579034,1CV34r9Pqm1yzt3xJ931vSnvcfHGySH3Vk,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:15:49.000000Z
579044,1LLevGa7R6GVEAWY9nBEtQVNidKHE5FeAc,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:16:41.000000Z
579054,bc1qvqc9ncq9k6k26cv9jw86gz6pj626jszk3fa54z,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:17:14.000000Z
579064,bc1qz2lacvxry5tcfnllntydj636n4mtcunwe8mwt0,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:17:51.000000Z
579074,bc1qanpys4p5jad00r50r64pfjl9wudnw05kp5tr8g,5,Blackmail,"Amayah Brewer jib@mjci.ph","Cześć.

To jest ostatnie ostrzeżenie. 

Zainstalowałem wirusa trojańskiego w twoim systemie operacyjnym poprzez stronę dla dorosłych, którą często odwiedzasz.
Wszystkie dane osobowe zostały skopiowane na moje serwery. 
Mam dostęp do Twoich danych osobowych, komunikatorów, sieci społecznościowych, e-maili, historii czatu i listy kontaktów.

Mój wirus pozwala mi infiltrować twój system. Jest to wieloplatformowy wirus z ukrytym VNC.
Działa na systemach iOS, Android, Windows i macOS.
Jest zaszyfrowany, więc twój system nie może go wykryć, codziennie czyszczę jego sygnatury.","United States",US,2022-08-10T06:18:02.000000Z
579084,bc1qjy047r6fy2ut03f3e8alx8uvhma4ln5d69gwrd,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T06:23:18.000000Z
579094,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,99,giveawayscam,tesla-mining.info,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T06:33:54.000000Z
579104,bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa,5,,"Filmora crack","I installed a virus in your system, which allows me to control all your devices connected to the Internet, with your protection it was not difficult)
Viral software provides me with access to all controllers of your devices (microphone, video camera, keyboard, synchronization). I uploaded all your information, data, photographs, the story of viewing a website on my servers. I have access to all your messengers, social networks, e -mail, chat history and contact list.

Now you are like an open book!

I thought I could do with these data ...
Recently, an interesting thought came to me: to create a video clip in which you masturbate in one part of the screen, and in the other part watch a porn site, such videos are now at the peak of popularity!
What happened struck me!

In one click, I can send this video to all my friends in the mail and social networks. I can also publish access to all your emails and instant messengers that you use.
In addition, I found with you many interesting things that I could publish on the Internet and send your friends.
To avoid this, send me  1600  $ (US dollar) on my bitcoin wallet.
BTC wallet address:
bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa
If you do not know how to replenish such a wallet, use the Google search engine. There is nothing complicated in this.

As soon as the funds arrive, I will see this and immediately remove all this garbage. After that we will forget each other. I also promise to deactivate and delete all malicious programs from your devices. Believe me, I keep my word. This is an honest deal, and the price is quite low, given that I checked your profile and traffic for some time.","United States",US,2022-08-10T06:35:58.000000Z
579114,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,99,giveawayscam,elon-doge.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T06:36:33.000000Z
579124,16WMDke4xQ6JPahNRCeq7RMxGXrVJ18RjE,99,giveawayscam,psg-event.info,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T06:38:23.000000Z
579134,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:47:55.000000Z
579144,38LhHUH9uuuCUtNLEShNV5rLQX1GykkbnK,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:48:56.000000Z
579154,31h261jhTx8YEkqrQ6C6KEkeMKvuXN1Vjy,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:50:15.000000Z
579164,3JrnmtUTNMwQnTxyFN1SemQyy3NVLVjnz7,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:51:04.000000Z
579174,1GhaWQbi7UfXvs3nugN8M2fPpU84HDsaWs,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:52:23.000000Z
579184,bc1qgedyjq7m88scmfgt5zy5nd69sly7k2rzs25nq9,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:53:59.000000Z
579194,bc1q5eses5qpl4vt8qdjct6emadg43n5z2zv0rqfwa,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:55:53.000000Z
579204,bc1qlaqu2au804taz7a67tgkfc7nujlrlsjtu5nrsq,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-08-10T06:56:45.000000Z
579214,bc1qmka23504xl3t0dajhpssvxre07aess5rh8zc20,99,"Impersonating a friend",deanlemon71@gmail.com,"A person impersonating my friend reached out on Instagram asking for money because he was ""sick""","United States",US,2022-08-10T08:47:12.000000Z
579224,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,"Email subject: “Don’t miss your unsettled payment. Complete your debt payment now”",https://malwaretips.com/blogs/dont-miss-your-unsettled-payment-complete-your-debt-payment-now-scam/,"United States",US,2022-08-10T09:43:08.000000Z
579234,bc1qwkvp0kxwjenher340n78rxuzurtucp8al69ey8,4,,"Discord scam","Tried to scam me into sending 20 usd in btc over some fake rule","United States",US,2022-08-10T11:42:08.000000Z
579244,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,"spoofed email","Usual bullshit","United States",US,2022-08-10T11:46:59.000000Z
579254,bc1qwkvp0kxwjenher340n78rxuzurtucp8al69ey8,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-10T12:51:58.000000Z
579264,bc1qmka23504xl3t0dajhpssvxre07aess5rh8zc20,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-10T12:53:09.000000Z
579274,1Fb847Hq9FhWbEs8VUFmehCKmk6fh2jcb9,5,,Hidden,"Salut
Comme vous l'avez peut-être remarqué, je vous ai envoyé un e-mail depuis votre compte de messagerie.

Cela signifie que j'ai un accès complet à votre compte de messagerie.
Je t'observe depuis quelques mois maintenant.
Le fait est que vous avez été infecté par un cheval de Troie via un site pour adultes que vous avez visité.
Si vous n'êtes pas familier avec cela, je vais vous expliquer.

Trojan me donne un accès et un contrôle complets sur votre appareil.
Cela signifie que je peux tout voir sur votre écran, allumer la caméra et le microphone, mais vous ne le savez pas.
J'ai également accès à tous vos contacts et à toute votre correspondance.

J'ai fait une vidéo montrant comment vous vous contentez dans la moitié gauche de l'écran et dans la droite moitié vous voyez la vidéo que vous avez regardée.
Vous ne pouviez pas savoir que la caméra fonctionnait.

En un clic de souris, je peux envoyer cette vidéo à tous vos mails et contacts sur les réseaux sociaux.
Je peux également afficher l'accès à toute votre correspondance de contact et aux messagers que vous utilisez.

Si vous voulez éviter cela, transférez le montant de 1450 EUR à mon adresse bitcoin (si vous ne savez pas comment faire, écrivez à Google : « Banxa ou MoonPay ou Simplex ou Transak »).

Mon adresse bitcoin (portefeuille BTC) est : 1Fb847Hq9FhWbEs8VUFmehCKmk6fh2jcb9
Après réception du paiement, je supprimerai la vidéo et vous ne m'entendrez plus jamais.

Je vous donne 48 heures pour payer. J'ai un avis de lecture de cette lettre, et la minuterie fonctionnera lorsque vous verrez cette lettre.
Si je constate que vous avez partagé ce message avec quelqu'un d'autre, la vidéo sera immédiatement distribué.
Sincères salutations","United States",US,2022-08-10T13:50:21.000000Z
579284,1Fb847Hq9FhWbEs8VUFmehCKmk6fh2jcb9,5,,"Own mail adress used","Salut
Comme vous l'avez peut-être remarqué, je vous ai envoyé un e-mail depuis votre compte de messagerie.

Cela signifie que j'ai un accès complet à votre compte de messagerie.
Je t'observe depuis quelques mois maintenant.
Le fait est que vous avez été infecté par un cheval de Troie via un site pour adultes que vous avez visité.
Si vous n'êtes pas familier avec cela, je vais vous expliquer.

Trojan me donne un accès et un contrôle complets sur votre appareil.
Cela signifie que je peux tout voir sur votre écran, allumer la caméra et le microphone, mais vous ne le savez pas.
J'ai également accès à tous vos contacts et à toute votre correspondance.

J'ai fait une vidéo montrant comment vous vous contentez dans la moitié gauche de l'écran et dans la droite moitié vous voyez la vidéo que vous avez regardée.
Vous ne pouviez pas savoir que la caméra fonctionnait.

En un clic de souris, je peux envoyer cette vidéo à tous vos mails et contacts sur les réseaux sociaux.
Je peux également afficher l'accès à toute votre correspondance de contact et aux messagers que vous utilisez.

Si vous voulez éviter cela, transférez le montant de 1450 EUR à mon adresse bitcoin (si vous ne savez pas comment faire, écrivez à Google : « Banxa ou MoonPay ou Simplex ou Transak »).

Mon adresse bitcoin (portefeuille BTC) est : 1Fb847Hq9FhWbEs8VUFmehCKmk6fh2jcb9
Après réception du paiement, je supprimerai la vidéo et vous ne m'entendrez plus jamais.

Je vous donne 48 heures pour payer. J'ai un avis de lecture de cette lettre, et la minuterie fonctionnera lorsque vous verrez cette lettre.
Si je constate que vous avez partagé ce message avec quelqu'un d'autre, la vidéo sera immédiatement distribué.
Sincères salutations","United States",US,2022-08-10T15:40:41.000000Z
